,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
1519,154,70,4/19/12,52.8,44.51,47.46,G2/M,298.64
1520,155,70,4/19/12,,,,G2/M,378.21
1521,156,70,4/19/12,42.27,41.41,35.75,G2/M,417.57
1522,157,70,4/19/12,60.21,53.48,53.99,G2/M,330.44
1523,158,70,4/19/12,43.78,28.7,34.67,G2/M,402.79
1524,159,70,4/19/12,,,,G2/M,332.35
1525,160,70,4/19/12,,,,G2/M,296.93
1526,161,70,4/19/12,99.81,89.65,94.91,G2/M,268.11
1527,162,70,4/19/12,,,,G2/M,301.29
1528,163,70,4/19/12,51.55,46.49,48.22,G2/M,302.62
1529,164,70,4/19/12,,,,G2/M,255.26
1530,165,70,4/19/12,41.47,41.21,40.76,G2/M,327.65
1531,166,70,4/19/12,,,,G2/M,194.14
1532,167,70,4/19/12,40.06,41.79,38.46,G2/M,202.43
1533,168,70,4/19/12,,,,G2/M,286.67
1534,169,70,4/19/12,,,,G2/M,278.22
1535,170,70,4/19/12,,,,G2/M,
1536,171,70,4/19/12,40.32,27.73,30.68,G2/M,373.96
1537,172,70,4/19/12,45.08,43.02,41.44,G2/M,284.92
1538,173,70,4/19/12,54.46,29.39,39.76,G2/M,331.07
1539,174,70,4/19/12,,,,G2/M,242.65
1540,175,70,4/19/12,,,,G2/M,292.22
1541,176,70,4/19/12,,,,G2/M,269.19
1542,177,70,4/19/12,,,,G2/M,367.63
1543,178,70,4/19/12,51.13,52.64,48.68,G2/M,318.31
1544,179,70,4/19/12,49.57,49.55,48.03,G2/M,414.43
1545,180,70,4/19/12,61.49,42.47,53.29,G2/M,442.73
1546,181,70,4/19/12,42.64,38.76,39.34,G2/M,363.21
1547,182,70,4/19/12,43.76,42.08,40.26,G2/M,237.38
1548,183,70,4/19/12,,,,G2/M,344.22
1549,184,70,4/19/12,50.08,47.18,49.38,G2/M,350.55
1550,185,70,4/19/12,40.46,38.14,40.32,G2/M,128.37
1551,186,70,4/19/12,,,,G2/M,146.89
1552,187,70,4/19/12,41.94,40.29,40.5,G2/M,239.85
1553,188,70,4/19/12,,,,G2/M,281.59
1554,189,70,4/19/12,,,,G2/M,358.43
1555,190,70,4/19/12,64.56,61.19,64.14,G2/M,357.56
1556,191,70,4/19/12,63.39,60.61,63.54,G2/M,354.28
1557,192,70,4/19/12,39.04,39.6,42.72,G2/M,397.72
1558,193,70,4/19/12,,,,G2/M,310.74
1559,194,70,4/19/12,48.89,43.32,45.17,G2/M,411.61
1560,0,80,3/28/13,69.94,58.06,65.03,G1,380.08
1561,1,80,3/28/13,83.39,70.03,77.97,G1,93.12
1562,2,80,3/28/13,60.56,,,G1,449.5
1563,3,80,3/28/13,47.71,28.78,30.31,G1,285.93
1564,4,80,3/28/13,29.19,26.34,26.07,G1,306.51
1565,5,80,3/28/13,73.68,64.23,69.06,G1,278.9
1566,6,80,3/28/13,55.58,58.61,52.69,G1,395.71
1567,7,80,3/28/13,109.23,79.4,89.22,G1,521.51
1568,8,80,3/28/13,44.25,41.68,49.38,G1,281.06
1569,9,80,3/28/13,44.92,37.75,45.85,G1,290.35
1570,10,80,3/28/13,50.81,50.81,50.81,G1,384.54
1571,11,80,3/28/13,101.71,101.71,101.71,G1,544.44
1572,12,80,3/28/13,85.95,85.95,85.95,G1,552.85
1573,13,80,3/28/13,88.74,88.74,88.74,G1,540.94
1574,14,80,3/28/13,83.97,83.97,83.97,G1,471.2
1575,15,80,3/28/13,85.87,85.87,85.87,G1,513.53
1576,16,80,3/28/13,72.97,72.97,72.97,G1,433.01
1577,17,80,3/28/13,67.22,67.22,67.22,G1,439.27
1578,18,80,3/28/13,68.44,68.44,68.44,G1,455.83
1579,19,80,3/28/13,69.06,63.38,63.08,S,216.16
1580,20,80,3/28/13,,,,S,227.89
1581,21,80,3/28/13,,,,S,
1582,22,80,3/28/13,,,,S,243.87
1583,23,80,3/28/13,37.94,29.88,33.04,S,231.18
1584,24,80,3/28/13,77.61,79.54,83.89,S,306.76
1585,25,80,3/28/13,,,,S,
1586,26,80,3/28/13,,,,S,
1587,27,80,3/28/13,,,,S,365.2
1588,28,80,3/28/13,50.56,58.71,57.68,S,388.13
1589,29,80,3/28/13,51.69,47.29,54.99,S,234.5
1590,30,80,3/28/13,54.19,56.68,58.29,S,276.09
1591,31,80,3/28/13,,,,S,
1592,32,80,3/28/13,75.47,71.99,77.44,S,390.14
1593,33,80,3/28/13,58.24,60.37,56.49,S,217.08
1594,34,80,3/28/13,26.78,18.24,22.56,S,203.5
1595,35,80,3/28/13,,,,S,
1596,36,80,3/28/13,75.97,82.54,80.84,S,420.74
1597,37,80,3/28/13,,,,S,251.28
1598,38,80,3/28/13,,,,S,379.55
1599,39,80,3/28/13,,,,S,203.87
1600,40,80,3/28/13,40.57,40.9,42.48,S,242.89
1601,41,80,3/28/13,73.85,68.03,68.05,S,203.81
1602,42,80,3/28/13,,,,S,228.05
1603,43,80,3/28/13,67.55,51.15,57.27,S,171.74
1604,44,80,3/28/13,85.01,78.26,81.4,S,234.35
1605,45,80,3/28/13,,,,S,225.01
1606,46,80,3/28/13,74.98,75.16,81.42,S,403.14
1607,47,80,3/28/13,65.89,56.34,61.99,S,172.12
1608,48,80,3/28/13,67.25,75.36,73.55,S,395.99
1609,49,80,3/28/13,,,,S,385.31
1610,50,80,3/28/13,,,,S,
1611,51,80,3/28/13,77.49,74.82,75.4,S,251.26
1612,52,80,3/28/13,,,,G2/M,356.7
1613,53,80,3/28/13,54.64,40.43,44.64,G2/M,405.92
1614,54,80,3/28/13,46.82,40.35,45.28,G2/M,315.59
1615,55,80,3/28/13,,,,G2/M,342.96
1616,56,80,3/28/13,,,,G2/M,313.46
1617,57,80,3/28/13,45.92,48.01,52.27,G2/M,323.2
1618,58,80,3/28/13,93.07,113.37,108.36,G2/M,434.51
1619,59,80,3/28/13,,,,G2/M,433.3
1620,60,80,3/28/13,39.42,40.67,40.74,G2/M,372.33
1621,61,80,3/28/13,,,,G2/M,396.32
1622,62,80,3/28/13,60.46,62.85,57.84,G2/M,413.2
1623,63,80,3/28/13,53.91,46.45,49.19,G2/M,425.16
1624,64,80,3/28/13,,,,G2/M,453.9
1625,65,80,3/28/13,68.17,71.6,69.77,G2/M,535.22
1626,66,80,3/28/13,,,,G2/M,452.13
1627,67,80,3/28/13,57.86,69.21,62.09,G2/M,478.68
1628,68,80,4/19/12,56.99,,44.99,G1,256.17
1629,69,80,4/19/12,80.28,58.07,65.63,G1,437.96
1630,70,80,4/19/12,65.6,56.7,58.06,G1,370.42
1631,71,80,4/19/12,61.6,,57.83,G1,381.66
1632,72,80,4/19/12,51.88,,,G1,348.87
1633,73,80,4/19/12,59.41,43.24,48.14,G1,457.6
1634,74,80,4/19/12,80.27,64.17,75.06,G1,349.18
1635,75,80,4/19/12,64.28,53.14,54.95,G1,460.05
1636,76,80,4/19/12,60.75,39.1,47.82,G1,408.4
1637,77,80,4/19/12,,,,G1,396.9
1638,78,80,4/19/12,55.9,33.89,44.39,G1,320.71
1639,79,80,4/19/12,57.3,32.12,45.31,G1,385.78
1640,80,80,4/19/12,44.66,36.21,37.83,G1,306.93
1641,81,80,4/19/12,55.35,,45.34,G1,373.32
1642,82,80,4/19/12,65.7,41.78,48.44,G1,408.89
1643,83,80,4/19/12,59.93,41.09,50.59,G1,401.53
1644,84,80,4/19/12,48.01,,41.13,G1,349.11
1645,85,80,4/19/12,59.69,57.12,57.94,G1,319.56
1646,86,80,4/19/12,64.61,56.86,60.15,G1,468.42
1647,87,80,4/19/12,81.25,54.35,70.87,G1,341.95
1648,88,80,4/19/12,65.02,50.96,60.82,G1,399.98
1649,89,80,4/19/12,56.95,49.21,54.74,G1,434.2
1650,90,80,4/19/12,44.99,33.02,41.92,G1,230.54
1651,91,80,4/19/12,49.08,36.07,44.28,G1,305.23
1652,92,80,4/19/12,59.01,41.89,52.17,G1,408.95
1653,93,80,4/19/12,59.48,34.85,49.21,G1,380.54
1654,94,80,4/19/12,93.87,66.12,83.01,G1,420.19
1655,95,80,4/19/12,74.64,42.5,64.72,G1,423.7
1656,96,80,4/19/12,85.93,64.85,80.42,G1,524.21
1657,97,80,4/19/12,,,,S,147.85
1658,98,80,4/19/12,61.45,53.94,58.84,S,122.92
1659,99,80,4/19/12,77.93,52.99,62.83,S,285.52
1660,100,80,4/19/12,,,,S,346.19
1661,101,80,4/19/12,,,,S,298.34
1662,102,80,4/19/12,58.16,61.0,57.36,S,352.85
1663,103,80,4/19/12,72.83,51.27,58.46,S,178.47
1664,104,80,4/19/12,,,,S,313.34
1665,105,80,4/19/12,73.17,56.72,62.99,S,281.48
1666,106,80,4/19/12,91.29,67.5,77.83,S,353.15
1667,107,80,4/19/12,,,,S,329.04
1668,108,80,4/19/12,37.96,38.51,38.44,S,308.71
1669,109,80,4/19/12,,,,S,265.51
1670,110,80,4/19/12,,,,S,233.06
1671,111,80,4/19/12,,,,S,177.05
1672,112,80,4/19/12,55.54,38.46,43.73,S,187.94
1673,113,80,4/19/12,86.7,65.56,73.48,S,238.78
1674,114,80,4/19/12,,,,S,
1675,115,80,4/19/12,,,,S,
1676,116,80,4/19/12,58.74,41.74,47.81,S,243.34
1677,117,80,4/19/12,,,,S,
1678,118,80,4/19/12,21.82,18.95,18.89,S,171.2
1679,119,80,4/19/12,,,,S,
1680,120,80,4/19/12,48.14,34.92,40.86,S,203.78
1681,121,80,4/19/12,,,,S,
1682,122,80,4/19/12,51.08,32.12,39.69,S,219.6
1683,123,80,4/19/12,72.78,45.13,52.13,S,247.18
1684,124,80,4/19/12,,,,S,
1685,125,80,4/19/12,,,,S,
1686,126,80,4/19/12,,,,S,400.35
1687,127,80,4/19/12,53.58,45.06,50.64,S,217.46
1688,128,80,4/19/12,,,,S,
1689,129,80,4/19/12,44.67,40.16,44.36,S,366.19
1690,130,80,4/19/12,51.63,38.83,46.36,S,295.33
1691,131,80,4/19/12,48.92,50.49,52.09,S,374.97
1692,132,80,4/19/12,,,,S,292.23
1693,133,80,4/19/12,58.32,57.25,59.38,S,300.64
1694,134,80,4/19/12,63.96,46.67,55.74,S,182.75
1695,135,80,4/19/12,,,,S,270.75
1696,136,80,4/19/12,69.59,57.14,68.21,S,311.0
1697,137,80,4/19/12,,,,S,256.23
1698,138,80,4/19/12,48.08,43.45,49.31,S,128.04
1699,139,80,4/19/12,,,,S,162.92
1700,140,80,4/19/12,66.71,49.75,59.16,S,225.19
1701,141,80,4/19/12,44.58,37.46,42.17,S,137.95
1702,142,80,4/19/12,,,,S,175.66
1703,143,80,4/19/12,71.89,54.75,65.17,S,176.79
1704,144,80,4/19/12,61.81,54.25,59.44,S,167.7
1705,145,80,4/19/12,,,,S,210.96
1706,146,80,4/19/12,44.58,37.62,43.7,S,144.07
1707,147,80,4/19/12,,,,S,165.37
1708,148,80,4/19/12,,,,S,363.46
1709,149,80,4/19/12,91.92,76.91,89.27,S,367.05
1710,150,80,4/19/12,38.42,31.45,38.77,S,165.31
1711,151,80,4/19/12,,,,G2/M,352.29
1712,152,80,4/19/12,,,,G2/M,302.61
1713,153,80,4/19/12,,,,G2/M,409.65
1714,154,80,4/19/12,52.8,44.51,47.46,G2/M,325.89
1715,155,80,4/19/12,,,,G2/M,422.07
1716,156,80,4/19/12,42.27,41.41,35.75,G2/M,444.06
1717,157,80,4/19/12,60.21,53.48,53.99,G2/M,372.13
1718,158,80,4/19/12,43.78,28.7,34.67,G2/M,411.8
1719,159,80,4/19/12,,,,G2/M,354.66
1720,160,80,4/19/12,,,,G2/M,339.84
1721,161,80,4/19/12,99.81,89.65,94.91,G2/M,291.34
1722,162,80,4/19/12,,,,G2/M,326.05
1723,163,80,4/19/12,51.55,46.49,48.22,G2/M,350.48
1724,164,80,4/19/12,,,,G2/M,277.44
1725,165,80,4/19/12,41.47,41.21,40.76,G2/M,357.61
1726,166,80,4/19/12,,,,G2/M,213.23
1727,167,80,4/19/12,40.06,41.79,38.46,G2/M,240.77
1728,168,80,4/19/12,,,,G2/M,306.05
1729,169,80,4/19/12,,,,G2/M,306.01
1730,170,80,4/19/12,,,,G2/M,338.3
1731,171,80,4/19/12,40.32,27.73,30.68,G2/M,425.74
1732,172,80,4/19/12,45.08,43.02,41.44,G2/M,322.31
1733,173,80,4/19/12,54.46,29.39,39.76,G2/M,349.99
1734,174,80,4/19/12,,,,G2/M,287.71
1735,175,80,4/19/12,,,,G2/M,336.3
1736,176,80,4/19/12,,,,G2/M,335.59
1737,177,80,4/19/12,,,,G2/M,420.98
1738,178,80,4/19/12,51.13,52.64,48.68,G2/M,375.53
1739,179,80,4/19/12,49.57,49.55,48.03,G2/M,468.84
1740,180,80,4/19/12,61.49,42.47,53.29,G2/M,465.86
1741,181,80,4/19/12,42.64,38.76,39.34,G2/M,396.91
1742,182,80,4/19/12,43.76,42.08,40.26,G2/M,288.81
1743,183,80,4/19/12,,,,G2/M,378.16
1744,184,80,4/19/12,50.08,47.18,49.38,G2/M,392.38
1745,185,80,4/19/12,40.46,38.14,40.32,G2/M,133.47
1746,186,80,4/19/12,,,,G2/M,162.46
1747,187,80,4/19/12,41.94,40.29,40.5,G2/M,266.76
1748,188,80,4/19/12,,,,G2/M,322.34
1749,189,80,4/19/12,,,,G2/M,397.71
1750,190,80,4/19/12,64.56,61.19,64.14,G2/M,378.01
1751,191,80,4/19/12,63.39,60.61,63.54,G2/M,397.02
1752,192,80,4/19/12,39.04,39.6,42.72,G2/M,433.12
1753,193,80,4/19/12,,,,G2/M,329.53
1754,194,80,4/19/12,48.89,43.32,45.17,G2/M,429.32
1755,0,90,3/28/13,69.94,58.06,65.03,G1,385.93
1756,1,90,3/28/13,83.39,70.03,77.97,G1,64.48
1757,2,90,3/28/13,60.56,,,G1,480.69
1758,3,90,3/28/13,47.71,28.78,30.31,G1,304.25
1759,4,90,3/28/13,29.19,26.34,26.07,G1,325.88
1760,5,90,3/28/13,73.68,64.23,69.06,G1,279.71
1761,6,90,3/28/13,55.58,58.61,52.69,G1,419.46
1762,7,90,3/28/13,109.23,79.4,89.22,G1,539.77
1763,8,90,3/28/13,44.25,41.68,49.38,G1,296.7
1764,9,90,3/28/13,44.92,37.75,45.85,G1,307.59
1765,10,90,3/28/13,50.81,50.81,50.81,G1,396.48
1766,11,90,3/28/13,101.71,101.71,101.71,G1,567.41
1767,12,90,3/28/13,85.95,85.95,85.95,G1,583.48
1768,13,90,3/28/13,88.74,88.74,88.74,G1,569.75
1769,14,90,3/28/13,83.97,83.97,83.97,G1,494.11
1770,15,90,3/28/13,85.87,85.87,85.87,G1,534.5
1771,16,90,3/28/13,72.97,72.97,72.97,G1,470.24
1772,17,90,3/28/13,67.22,67.22,67.22,G1,443.02
1773,18,90,3/28/13,68.44,68.44,68.44,G1,483.24
1774,19,90,3/28/13,69.06,63.38,63.08,S,252.8
1775,20,90,3/28/13,,,,S,258.01
1776,21,90,3/28/13,,,,S,
1777,22,90,3/28/13,,,,S,279.54
1778,23,90,3/28/13,37.94,29.88,33.04,S,277.61
1779,24,90,3/28/13,77.61,79.54,83.89,S,344.6
1780,25,90,3/28/13,,,,S,
1781,26,90,3/28/13,,,,S,
1782,27,90,3/28/13,,,,S,398.42
1783,28,90,3/28/13,50.56,58.71,57.68,S,407.94
1784,29,90,3/28/13,51.69,47.29,54.99,S,271.75
1785,30,90,3/28/13,54.19,56.68,58.29,S,314.91
1786,31,90,3/28/13,,,,S,315.77
1787,32,90,3/28/13,75.47,71.99,77.44,S,416.9
1788,33,90,3/28/13,58.24,60.37,56.49,S,266.97
1789,34,90,3/28/13,26.78,18.24,22.56,S,224.86
1790,35,90,3/28/13,,,,S,459.96
1791,36,90,3/28/13,75.97,82.54,80.84,S,462.71
1792,37,90,3/28/13,,,,S,287.72
1793,38,90,3/28/13,,,,S,406.13
1794,39,90,3/28/13,,,,S,228.85
1795,40,90,3/28/13,40.57,40.9,42.48,S,289.13
1796,41,90,3/28/13,73.85,68.03,68.05,S,247.82
1797,42,90,3/28/13,,,,S,256.69
1798,43,90,3/28/13,67.55,51.15,57.27,S,196.23
1799,44,90,3/28/13,85.01,78.26,81.4,S,277.07
1800,45,90,3/28/13,,,,S,264.18
1801,46,90,3/28/13,74.98,75.16,81.42,S,432.46
1802,47,90,3/28/13,65.89,56.34,61.99,S,196.43
1803,48,90,3/28/13,67.25,75.36,73.55,S,423.31
1804,49,90,3/28/13,,,,S,422.97
1805,50,90,3/28/13,,,,S,333.07
1806,51,90,3/28/13,77.49,74.82,75.4,S,276.36
1807,52,90,3/28/13,,,,G2/M,382.94
1808,53,90,3/28/13,54.64,40.43,44.64,G2/M,442.19
1809,54,90,3/28/13,46.82,40.35,45.28,G2/M,329.6
1810,55,90,3/28/13,,,,G2/M,375.04
1811,56,90,3/28/13,,,,G2/M,332.85
1812,57,90,3/28/13,45.92,48.01,52.27,G2/M,365.79
1813,58,90,3/28/13,93.07,113.37,108.36,G2/M,540.39
1814,59,90,3/28/13,,,,G2/M,469.12
1815,60,90,3/28/13,39.42,40.67,40.74,G2/M,402.29
1816,61,90,3/28/13,,,,G2/M,424.2
1817,62,90,3/28/13,60.46,62.85,57.84,G2/M,446.6
1818,63,90,3/28/13,53.91,46.45,49.19,G2/M,432.11
1819,64,90,3/28/13,,,,G2/M,468.55
1820,65,90,3/28/13,68.17,71.6,69.77,G2/M,561.46
1821,66,90,3/28/13,,,,G2/M,460.17
1822,67,90,3/28/13,57.86,69.21,62.09,G2/M,487.13
1823,68,90,4/19/12,56.99,,44.99,G1,273.95
1824,69,90,4/19/12,80.28,58.07,65.63,G1,459.83
1825,70,90,4/19/12,65.6,56.7,58.06,G1,370.14
1826,71,90,4/19/12,61.6,,57.83,G1,406.63
1827,72,90,4/19/12,51.88,,,G1,344.79
1828,73,90,4/19/12,59.41,43.24,48.14,G1,171.92
1829,74,90,4/19/12,80.27,64.17,75.06,G1,390.22
1830,75,90,4/19/12,64.28,53.14,54.95,G1,470.55
1831,76,90,4/19/12,60.75,39.1,47.82,G1,460.15
1832,77,90,4/19/12,,,,G1,429.38
1833,78,90,4/19/12,55.9,33.89,44.39,G1,345.54
1834,79,90,4/19/12,57.3,32.12,45.31,G1,414.04
1835,80,90,4/19/12,44.66,36.21,37.83,G1,338.4
1836,81,90,4/19/12,55.35,,45.34,G1,392.27
1837,82,90,4/19/12,65.7,41.78,48.44,G1,437.73
1838,83,90,4/19/12,59.93,41.09,50.59,G1,425.98
1839,84,90,4/19/12,48.01,,41.13,G1,375.02
1840,85,90,4/19/12,59.69,57.12,57.94,G1,339.3
1841,86,90,4/19/12,64.61,56.86,60.15,G1,459.93
1842,87,90,4/19/12,81.25,54.35,70.87,G1,358.9
1843,88,90,4/19/12,65.02,50.96,60.82,G1,424.68
1844,89,90,4/19/12,56.95,49.21,54.74,G1,488.22
1845,90,90,4/19/12,44.99,33.02,41.92,G1,265.65
1846,91,90,4/19/12,49.08,36.07,44.28,G1,248.77
1847,92,90,4/19/12,59.01,41.89,52.17,G1,461.31
1848,93,90,4/19/12,59.48,34.85,49.21,G1,427.54
1849,94,90,4/19/12,93.87,66.12,83.01,G1,472.57
1850,95,90,4/19/12,74.64,42.5,64.72,G1,445.46
1851,96,90,4/19/12,85.93,64.85,80.42,G1,240.6
1852,97,90,4/19/12,,,,S,184.01
1853,98,90,4/19/12,61.45,53.94,58.84,S,154.52
1854,99,90,4/19/12,77.93,52.99,62.83,S,339.13
1855,100,90,4/19/12,,,,S,382.49
1856,101,90,4/19/12,,,,S,319.34
1857,102,90,4/19/12,58.16,61.0,57.36,S,376.52
1858,103,90,4/19/12,72.83,51.27,58.46,S,204.33
1859,104,90,4/19/12,,,,S,336.08
1860,105,90,4/19/12,73.17,56.72,62.99,S,327.32
1861,106,90,4/19/12,91.29,67.5,77.83,S,387.68
1862,107,90,4/19/12,,,,S,366.54
1863,108,90,4/19/12,37.96,38.51,38.44,S,335.33
1864,109,90,4/19/12,,,,S,320.67
1865,110,90,4/19/12,,,,S,276.35
1866,111,90,4/19/12,,,,S,222.31
1867,112,90,4/19/12,55.54,38.46,43.73,S,235.73
1868,113,90,4/19/12,86.7,65.56,73.48,S,292.45
1869,114,90,4/19/12,,,,S,321.29
1870,115,90,4/19/12,,,,S,
1871,116,90,4/19/12,58.74,41.74,47.81,S,301.17
1872,117,90,4/19/12,,,,S,225.14
1873,118,90,4/19/12,21.82,18.95,18.89,S,226.31
1874,119,90,4/19/12,,,,S,
1875,120,90,4/19/12,48.14,34.92,40.86,S,254.11
1876,121,90,4/19/12,,,,S,
1877,122,90,4/19/12,51.08,32.12,39.69,S,272.91
1878,123,90,4/19/12,72.78,45.13,52.13,S,286.71
1879,124,90,4/19/12,,,,S,402.9
1880,125,90,4/19/12,,,,S,354.56
1881,126,90,4/19/12,,,,S,403.56
1882,127,90,4/19/12,53.58,45.06,50.64,S,253.24
1883,128,90,4/19/12,,,,S,250.29
1884,129,90,4/19/12,44.67,40.16,44.36,S,407.24
1885,130,90,4/19/12,51.63,38.83,46.36,S,359.68
1886,131,90,4/19/12,48.92,50.49,52.09,S,438.76
1887,132,90,4/19/12,,,,S,329.33
1888,133,90,4/19/12,58.32,57.25,59.38,S,365.05
1889,134,90,4/19/12,63.96,46.67,55.74,S,216.83
1890,135,90,4/19/12,,,,S,297.46
1891,136,90,4/19/12,69.59,57.14,68.21,S,370.88
1892,137,90,4/19/12,,,,S,314.66
1893,138,90,4/19/12,48.08,43.45,49.31,S,170.79
1894,139,90,4/19/12,,,,S,187.91
1895,140,90,4/19/12,66.71,49.75,59.16,S,283.67
1896,141,90,4/19/12,44.58,37.46,42.17,S,167.15
1897,142,90,4/19/12,,,,S,207.08
1898,143,90,4/19/12,71.89,54.75,65.17,S,229.91
1899,144,90,4/19/12,61.81,54.25,59.44,S,240.19
1900,145,90,4/19/12,,,,S,274.45
1901,146,90,4/19/12,44.58,37.62,43.7,S,194.55
1902,147,90,4/19/12,,,,S,207.48
1903,148,90,4/19/12,,,,S,413.76
1904,149,90,4/19/12,91.92,76.91,89.27,S,434.3
1905,150,90,4/19/12,38.42,31.45,38.77,S,211.68
1906,151,90,4/19/12,,,,G2/M,358.41
1907,152,90,4/19/12,,,,G2/M,317.84
1908,153,90,4/19/12,,,,G2/M,423.96
1909,154,90,4/19/12,52.8,44.51,47.46,G2/M,331.46
1910,155,90,4/19/12,,,,G2/M,448.96
1911,156,90,4/19/12,42.27,41.41,35.75,G2/M,454.18
1912,157,90,4/19/12,60.21,53.48,53.99,G2/M,433.53
1913,158,90,4/19/12,43.78,28.7,34.67,G2/M,441.18
1914,159,90,4/19/12,,,,G2/M,385.06
1915,160,90,4/19/12,,,,G2/M,390.94
1916,161,90,4/19/12,99.81,89.65,94.91,G2/M,311.6
1917,162,90,4/19/12,,,,G2/M,376.37
1918,163,90,4/19/12,51.55,46.49,48.22,G2/M,390.59
1919,164,90,4/19/12,,,,G2/M,301.76
1920,165,90,4/19/12,41.47,41.21,40.76,G2/M,399.76
1921,166,90,4/19/12,,,,G2/M,236.75
1922,167,90,4/19/12,40.06,41.79,38.46,G2/M,274.83
1923,168,90,4/19/12,,,,G2/M,327.3
1924,169,90,4/19/12,,,,G2/M,344.75
1925,170,90,4/19/12,,,,G2/M,361.75
1926,171,90,4/19/12,40.32,27.73,30.68,G2/M,458.06
1927,172,90,4/19/12,45.08,43.02,41.44,G2/M,352.81
1928,173,90,4/19/12,54.46,29.39,39.76,G2/M,372.06
1929,174,90,4/19/12,,,,G2/M,306.08
1930,175,90,4/19/12,,,,G2/M,354.41
1931,176,90,4/19/12,,,,G2/M,378.38
1932,177,90,4/19/12,,,,G2/M,452.56
1933,178,90,4/19/12,51.13,52.64,48.68,G2/M,438.44
1934,179,90,4/19/12,49.57,49.55,48.03,G2/M,508.9
1935,180,90,4/19/12,61.49,42.47,53.29,G2/M,484.78
1936,181,90,4/19/12,42.64,38.76,39.34,G2/M,409.64
1937,182,90,4/19/12,43.76,42.08,40.26,G2/M,318.28
1938,183,90,4/19/12,,,,G2/M,394.28
1939,184,90,4/19/12,50.08,47.18,49.38,G2/M,431.36
1940,185,90,4/19/12,40.46,38.14,40.32,G2/M,147.3
1941,186,90,4/19/12,,,,G2/M,178.52
1942,187,90,4/19/12,41.94,40.29,40.5,G2/M,297.63
1943,188,90,4/19/12,,,,G2/M,335.0
1944,189,90,4/19/12,,,,G2/M,390.24
1945,190,90,4/19/12,64.56,61.19,64.14,G2/M,141.55
1946,191,90,4/19/12,63.39,60.61,63.54,G2/M,475.95
1947,192,90,4/19/12,39.04,39.6,42.72,G2/M,490.81
1948,193,90,4/19/12,,,,G2/M,363.1
1949,194,90,4/19/12,48.89,43.32,45.17,G2/M,475.37
1950,0,100,3/28/13,69.94,58.06,65.03,G1,391.69
1951,1,100,3/28/13,83.39,70.03,77.97,G1,65.77
1952,2,100,3/28/13,60.56,,,G1,517.62
1953,3,100,3/28/13,47.71,28.78,30.31,G1,317.1
1954,4,100,3/28/13,29.19,26.34,26.07,G1,350.33
1955,5,100,3/28/13,73.68,64.23,69.06,G1,290.95
1956,6,100,3/28/13,55.58,58.61,52.69,G1,436.78
1957,7,100,3/28/13,109.23,79.4,89.22,G1,521.24
1958,8,100,3/28/13,44.25,41.68,49.38,G1,325.71
1959,9,100,3/28/13,44.92,37.75,45.85,G1,338.34
1960,10,100,3/28/13,50.81,50.81,50.81,G1,434.46
1961,11,100,3/28/13,101.71,101.71,101.71,G1,586.15
1962,12,100,3/28/13,85.95,85.95,85.95,G1,602.25
1963,13,100,3/28/13,88.74,88.74,88.74,G1,570.85
1964,14,100,3/28/13,83.97,83.97,83.97,G1,505.44
1965,15,100,3/28/13,85.87,85.87,85.87,G1,544.48
1966,16,100,3/28/13,72.97,72.97,72.97,G1,493.55
1967,17,100,3/28/13,67.22,67.22,67.22,G1,448.7
1968,18,100,3/28/13,68.44,68.44,68.44,G1,508.0
1969,19,100,3/28/13,69.06,63.38,63.08,S,304.61
1970,20,100,3/28/13,,,,S,289.22
1971,21,100,3/28/13,,,,S,378.41
1972,22,100,3/28/13,,,,S,305.84
1973,23,100,3/28/13,37.94,29.88,33.04,S,319.33
1974,24,100,3/28/13,77.61,79.54,83.89,S,363.72
1975,25,100,3/28/13,,,,S,352.3
1976,26,100,3/28/13,,,,S,
1977,27,100,3/28/13,,,,S,421.31
1978,28,100,3/28/13,50.56,58.71,57.68,S,424.74
1979,29,100,3/28/13,51.69,47.29,54.99,S,296.41
1980,30,100,3/28/13,54.19,56.68,58.29,S,360.12
1981,31,100,3/28/13,,,,S,334.98
1982,32,100,3/28/13,75.47,71.99,77.44,S,444.54
1983,33,100,3/28/13,58.24,60.37,56.49,S,309.33
1984,34,100,3/28/13,26.78,18.24,22.56,S,243.38
1985,35,100,3/28/13,,,,S,494.96
1986,36,100,3/28/13,75.97,82.54,80.84,S,506.69
1987,37,100,3/28/13,,,,S,320.02
1988,38,100,3/28/13,,,,S,443.51
1989,39,100,3/28/13,,,,S,269.61
1990,40,100,3/28/13,40.57,40.9,42.48,S,331.59
1991,41,100,3/28/13,73.85,68.03,68.05,S,285.02
1992,42,100,3/28/13,,,,S,277.02
1993,43,100,3/28/13,67.55,51.15,57.27,S,225.54
1994,44,100,3/28/13,85.01,78.26,81.4,S,322.25
1995,45,100,3/28/13,,,,S,304.03
1996,46,100,3/28/13,74.98,75.16,81.42,S,487.77
1997,47,100,3/28/13,65.89,56.34,61.99,S,234.64
1998,48,100,3/28/13,67.25,75.36,73.55,S,452.85
1999,49,100,3/28/13,,,,S,448.29
2000,50,100,3/28/13,,,,S,361.45
2001,51,100,3/28/13,77.49,74.82,75.4,S,301.89
2002,52,100,3/28/13,,,,G2/M,418.0
