,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
2003,53,100,3/28/13,54.64,40.43,44.64,G2/M,463.38
2004,54,100,3/28/13,46.82,40.35,45.28,G2/M,320.27
2005,55,100,3/28/13,,,,G2/M,409.97
2006,56,100,3/28/13,,,,G2/M,355.7
2007,57,100,3/28/13,45.92,48.01,52.27,G2/M,414.38
2008,58,100,3/28/13,93.07,113.37,108.36,G2/M,570.76
2009,59,100,3/28/13,,,,G2/M,484.33
2010,60,100,3/28/13,39.42,40.67,40.74,G2/M,423.35
2011,61,100,3/28/13,,,,G2/M,445.36
2012,62,100,3/28/13,60.46,62.85,57.84,G2/M,489.89
2013,63,100,3/28/13,53.91,46.45,49.19,G2/M,451.61
2014,64,100,3/28/13,,,,G2/M,487.13
2015,65,100,3/28/13,68.17,71.6,69.77,G2/M,588.53
2016,66,100,3/28/13,,,,G2/M,465.64
2017,67,100,3/28/13,57.86,69.21,62.09,G2/M,507.69
2018,68,100,4/19/12,56.99,,44.99,G1,309.89
2019,69,100,4/19/12,80.28,58.07,65.63,G1,497.23
2020,70,100,4/19/12,65.6,56.7,58.06,G1,400.0
2021,71,100,4/19/12,61.6,,57.83,G1,214.49
2022,72,100,4/19/12,51.88,,,G1,368.59
2023,73,100,4/19/12,59.41,43.24,48.14,G1,146.33
2024,74,100,4/19/12,80.27,64.17,75.06,G1,392.09
2025,75,100,4/19/12,64.28,53.14,54.95,G1,480.66
2026,76,100,4/19/12,60.75,39.1,47.82,G1,475.87
2027,77,100,4/19/12,,,,G1,439.25
2028,78,100,4/19/12,55.9,33.89,44.39,G1,350.93
2029,79,100,4/19/12,57.3,32.12,45.31,G1,414.51
2030,80,100,4/19/12,44.66,36.21,37.83,G1,348.36
2031,81,100,4/19/12,55.35,,45.34,G1,406.28
2032,82,100,4/19/12,65.7,41.78,48.44,G1,484.98
2033,83,100,4/19/12,59.93,41.09,50.59,G1,441.42
2034,84,100,4/19/12,48.01,,41.13,G1,382.64
2035,85,100,4/19/12,59.69,57.12,57.94,G1,368.21
2036,86,100,4/19/12,64.61,56.86,60.15,G1,503.35
2037,87,100,4/19/12,81.25,54.35,70.87,G1,379.77
2038,88,100,4/19/12,65.02,50.96,60.82,G1,459.69
2039,89,100,4/19/12,56.95,49.21,54.74,G1,511.98
2040,90,100,4/19/12,44.99,33.02,41.92,G1,284.02
2041,91,100,4/19/12,49.08,36.07,44.28,G1,335.15
2042,92,100,4/19/12,59.01,41.89,52.17,G1,449.17
2043,93,100,4/19/12,59.48,34.85,49.21,G1,427.05
2044,94,100,4/19/12,93.87,66.12,83.01,G1,465.12
2045,95,100,4/19/12,74.64,42.5,64.72,G1,448.46
2046,96,100,4/19/12,85.93,64.85,80.42,G1,212.69
2047,97,100,4/19/12,,,,S,218.15
2048,98,100,4/19/12,61.45,53.94,58.84,S,192.73
2049,99,100,4/19/12,77.93,52.99,62.83,S,389.32
2050,100,100,4/19/12,,,,S,447.17
2051,101,100,4/19/12,,,,S,353.15
2052,102,100,4/19/12,58.16,61.0,57.36,S,372.86
2053,103,100,4/19/12,72.83,51.27,58.46,S,264.94
2054,104,100,4/19/12,,,,S,381.68
2055,105,100,4/19/12,73.17,56.72,62.99,S,366.29
2056,106,100,4/19/12,91.29,67.5,77.83,S,435.19
2057,107,100,4/19/12,,,,S,410.98
2058,108,100,4/19/12,37.96,38.51,38.44,S,362.04
2059,109,100,4/19/12,,,,S,340.92
2060,110,100,4/19/12,,,,S,335.08
2061,111,100,4/19/12,,,,S,270.99
2062,112,100,4/19/12,55.54,38.46,43.73,S,286.19
2063,113,100,4/19/12,86.7,65.56,73.48,S,326.38
2064,114,100,4/19/12,,,,S,357.94
2065,115,100,4/19/12,,,,S,351.91
2066,116,100,4/19/12,58.74,41.74,47.81,S,367.36
2067,117,100,4/19/12,,,,S,243.89
2068,118,100,4/19/12,21.82,18.95,18.89,S,253.7
2069,119,100,4/19/12,,,,S,323.68
2070,120,100,4/19/12,48.14,34.92,40.86,S,296.05
2071,121,100,4/19/12,,,,S,340.24
2072,122,100,4/19/12,51.08,32.12,39.69,S,297.93
2073,123,100,4/19/12,72.78,45.13,52.13,S,346.37
2074,124,100,4/19/12,,,,S,465.9
2075,125,100,4/19/12,,,,S,404.68
2076,126,100,4/19/12,,,,S,460.74
2077,127,100,4/19/12,53.58,45.06,50.64,S,318.28
2078,128,100,4/19/12,,,,S,284.47
2079,129,100,4/19/12,44.67,40.16,44.36,S,454.83
2080,130,100,4/19/12,51.63,38.83,46.36,S,426.1
2081,131,100,4/19/12,48.92,50.49,52.09,S,480.05
2082,132,100,4/19/12,,,,S,404.62
2083,133,100,4/19/12,58.32,57.25,59.38,S,433.75
2084,134,100,4/19/12,63.96,46.67,55.74,S,263.33
2085,135,100,4/19/12,,,,S,361.51
2086,136,100,4/19/12,69.59,57.14,68.21,S,424.41
2087,137,100,4/19/12,,,,S,367.02
2088,138,100,4/19/12,48.08,43.45,49.31,S,202.82
2089,139,100,4/19/12,,,,S,207.97
2090,140,100,4/19/12,66.71,49.75,59.16,S,346.85
2091,141,100,4/19/12,44.58,37.46,42.17,S,185.07
2092,142,100,4/19/12,,,,S,248.13
2093,143,100,4/19/12,71.89,54.75,65.17,S,270.09
2094,144,100,4/19/12,61.81,54.25,59.44,S,280.53
2095,145,100,4/19/12,,,,S,310.2
2096,146,100,4/19/12,44.58,37.62,43.7,S,229.6
2097,147,100,4/19/12,,,,S,222.38
2098,148,100,4/19/12,,,,S,425.4
2099,149,100,4/19/12,91.92,76.91,89.27,S,466.0
2100,150,100,4/19/12,38.42,31.45,38.77,S,251.43
2101,151,100,4/19/12,,,,G2/M,376.0
2102,152,100,4/19/12,,,,G2/M,334.57
2103,153,100,4/19/12,,,,G2/M,448.25
2104,154,100,4/19/12,52.8,44.51,47.46,G2/M,320.55
2105,155,100,4/19/12,,,,G2/M,489.91
2106,156,100,4/19/12,42.27,41.41,35.75,G2/M,474.49
2107,157,100,4/19/12,60.21,53.48,53.99,G2/M,462.07
2108,158,100,4/19/12,43.78,28.7,34.67,G2/M,454.39
2109,159,100,4/19/12,,,,G2/M,394.59
2110,160,100,4/19/12,,,,G2/M,402.31
2111,161,100,4/19/12,99.81,89.65,94.91,G2/M,321.97
2112,162,100,4/19/12,,,,G2/M,381.68
2113,163,100,4/19/12,51.55,46.49,48.22,G2/M,420.81
2114,164,100,4/19/12,,,,G2/M,314.08
2115,165,100,4/19/12,41.47,41.21,40.76,G2/M,396.89
2116,166,100,4/19/12,,,,G2/M,246.57
2117,167,100,4/19/12,40.06,41.79,38.46,G2/M,283.69
2118,168,100,4/19/12,,,,G2/M,330.88
2119,169,100,4/19/12,,,,G2/M,367.44
2120,170,100,4/19/12,,,,G2/M,370.52
2121,171,100,4/19/12,40.32,27.73,30.68,G2/M,486.71
2122,172,100,4/19/12,45.08,43.02,41.44,G2/M,389.46
2123,173,100,4/19/12,54.46,29.39,39.76,G2/M,396.02
2124,174,100,4/19/12,,,,G2/M,344.16
2125,175,100,4/19/12,,,,G2/M,387.86
2126,176,100,4/19/12,,,,G2/M,428.75
2127,177,100,4/19/12,,,,G2/M,494.89
2128,178,100,4/19/12,51.13,52.64,48.68,G2/M,503.27
2129,179,100,4/19/12,49.57,49.55,48.03,G2/M,540.88
2130,180,100,4/19/12,61.49,42.47,53.29,G2/M,507.51
2131,181,100,4/19/12,42.64,38.76,39.34,G2/M,434.32
2132,182,100,4/19/12,43.76,42.08,40.26,G2/M,358.47
2133,183,100,4/19/12,,,,G2/M,435.99
2134,184,100,4/19/12,50.08,47.18,49.38,G2/M,438.89
2135,185,100,4/19/12,40.46,38.14,40.32,G2/M,181.4
2136,186,100,4/19/12,,,,G2/M,203.73
2137,187,100,4/19/12,41.94,40.29,40.5,G2/M,341.79
2138,188,100,4/19/12,,,,G2/M,379.65
2139,189,100,4/19/12,,,,G2/M,374.33
2140,190,100,4/19/12,64.56,61.19,64.14,G2/M,142.04
2141,191,100,4/19/12,63.39,60.61,63.54,G2/M,501.12
2142,192,100,4/19/12,39.04,39.6,42.72,G2/M,495.87
2143,193,100,4/19/12,,,,G2/M,364.05
2144,194,100,4/19/12,48.89,43.32,45.17,G2/M,472.32
2145,0,110,3/28/13,69.94,58.06,65.03,G1,409.8
2146,1,110,3/28/13,83.39,70.03,77.97,G1,343.04
2147,2,110,3/28/13,60.56,,,G1,518.63
2148,3,110,3/28/13,47.71,28.78,30.31,G1,332.5
2149,4,110,3/28/13,29.19,26.34,26.07,G1,370.38
2150,5,110,3/28/13,73.68,64.23,69.06,G1,308.11
2151,6,110,3/28/13,55.58,58.61,52.69,G1,456.18
2152,7,110,3/28/13,109.23,79.4,89.22,G1,528.49
2153,8,110,3/28/13,44.25,41.68,49.38,G1,349.16
2154,9,110,3/28/13,44.92,37.75,45.85,G1,354.5
2155,10,110,3/28/13,50.81,50.81,50.81,G1,464.25
2156,11,110,3/28/13,101.71,101.71,101.71,G1,614.82
2157,12,110,3/28/13,85.95,85.95,85.95,G1,633.36
2158,13,110,3/28/13,88.74,88.74,88.74,G1,601.94
2159,14,110,3/28/13,83.97,83.97,83.97,G1,528.62
2160,15,110,3/28/13,85.87,85.87,85.87,G1,541.27
2161,16,110,3/28/13,72.97,72.97,72.97,G1,520.2
2162,17,110,3/28/13,67.22,67.22,67.22,G1,469.47
2163,18,110,3/28/13,68.44,68.44,68.44,G1,526.12
2164,19,110,3/28/13,69.06,63.38,63.08,S,343.92
2165,20,110,3/28/13,,,,S,317.64
2166,21,110,3/28/13,,,,S,398.16
2167,22,110,3/28/13,,,,S,332.98
2168,23,110,3/28/13,37.94,29.88,33.04,S,370.85
2169,24,110,3/28/13,77.61,79.54,83.89,S,383.02
2170,25,110,3/28/13,,,,S,394.99
2171,26,110,3/28/13,,,,S,368.07
2172,27,110,3/28/13,,,,S,446.32
2173,28,110,3/28/13,50.56,58.71,57.68,S,430.31
2174,29,110,3/28/13,51.69,47.29,54.99,S,330.1
2175,30,110,3/28/13,54.19,56.68,58.29,S,398.47
2176,31,110,3/28/13,,,,S,361.34
2177,32,110,3/28/13,75.47,71.99,77.44,S,452.56
2178,33,110,3/28/13,58.24,60.37,56.49,S,343.77
2179,34,110,3/28/13,26.78,18.24,22.56,S,281.96
2180,35,110,3/28/13,,,,S,493.99
2181,36,110,3/28/13,75.97,82.54,80.84,S,539.54
2182,37,110,3/28/13,,,,S,344.54
2183,38,110,3/28/13,,,,S,478.7
2184,39,110,3/28/13,,,,S,311.01
2185,40,110,3/28/13,40.57,40.9,42.48,S,383.0
2186,41,110,3/28/13,73.85,68.03,68.05,S,323.97
2187,42,110,3/28/13,,,,S,315.44
2188,43,110,3/28/13,67.55,51.15,57.27,S,241.48
2189,44,110,3/28/13,85.01,78.26,81.4,S,363.55
2190,45,110,3/28/13,,,,S,333.69
2191,46,110,3/28/13,74.98,75.16,81.42,S,500.49
2192,47,110,3/28/13,65.89,56.34,61.99,S,289.34
2193,48,110,3/28/13,67.25,75.36,73.55,S,452.42
2194,49,110,3/28/13,,,,S,256.34
2195,50,110,3/28/13,,,,S,390.76
2196,51,110,3/28/13,77.49,74.82,75.4,S,342.93
2197,52,110,3/28/13,,,,G2/M,451.54
2198,53,110,3/28/13,54.64,40.43,44.64,G2/M,502.78
2199,54,110,3/28/13,46.82,40.35,45.28,G2/M,329.01
2200,55,110,3/28/13,,,,G2/M,428.24
2201,56,110,3/28/13,,,,G2/M,392.44
2202,57,110,3/28/13,45.92,48.01,52.27,G2/M,449.78
2203,58,110,3/28/13,93.07,113.37,108.36,G2/M,634.54
2204,59,110,3/28/13,,,,G2/M,497.46
2205,60,110,3/28/13,39.42,40.67,40.74,G2/M,439.16
2206,61,110,3/28/13,,,,G2/M,441.46
2207,62,110,3/28/13,60.46,62.85,57.84,G2/M,511.66
2208,63,110,3/28/13,53.91,46.45,49.19,G2/M,460.11
2209,64,110,3/28/13,,,,G2/M,508.9
2210,65,110,3/28/13,68.17,71.6,69.77,G2/M,620.84
2211,66,110,3/28/13,,,,G2/M,484.63
2212,67,110,3/28/13,57.86,69.21,62.09,G2/M,544.89
2213,68,110,4/19/12,56.99,,44.99,G1,340.73
2214,69,110,4/19/12,80.28,58.07,65.63,G1,487.78
2215,70,110,4/19/12,65.6,56.7,58.06,G1,405.41
2216,71,110,4/19/12,61.6,,57.83,G1,175.66
2217,72,110,4/19/12,51.88,,,G1,167.28
2218,73,110,4/19/12,59.41,43.24,48.14,G1,127.39
2219,74,110,4/19/12,80.27,64.17,75.06,G1,425.54
2220,75,110,4/19/12,64.28,53.14,54.95,G1,514.16
2221,76,110,4/19/12,60.75,39.1,47.82,G1,510.95
2222,77,110,4/19/12,,,,G1,461.54
2223,78,110,4/19/12,55.9,33.89,44.39,G1,373.41
2224,79,110,4/19/12,57.3,32.12,45.31,G1,430.37
2225,80,110,4/19/12,44.66,36.21,37.83,G1,373.26
2226,81,110,4/19/12,55.35,,45.34,G1,423.84
2227,82,110,4/19/12,65.7,41.78,48.44,G1,454.6
2228,83,110,4/19/12,59.93,41.09,50.59,G1,434.84
2229,84,110,4/19/12,48.01,,41.13,G1,389.5
2230,85,110,4/19/12,59.69,57.12,57.94,G1,364.18
2231,86,110,4/19/12,64.61,56.86,60.15,G1,485.55
2232,87,110,4/19/12,81.25,54.35,70.87,G1,388.36
2233,88,110,4/19/12,65.02,50.96,60.82,G1,448.62
2234,89,110,4/19/12,56.95,49.21,54.74,G1,522.63
2235,90,110,4/19/12,44.99,33.02,41.92,G1,271.81
2236,91,110,4/19/12,49.08,36.07,44.28,G1,346.8
2237,92,110,4/19/12,59.01,41.89,52.17,G1,425.54
2238,93,110,4/19/12,59.48,34.85,49.21,G1,458.8
2239,94,110,4/19/12,93.87,66.12,83.01,G1,448.52
2240,95,110,4/19/12,74.64,42.5,64.72,G1,461.25
2241,96,110,4/19/12,85.93,64.85,80.42,G1,251.95
2242,97,110,4/19/12,,,,S,259.75
2243,98,110,4/19/12,61.45,53.94,58.84,S,228.06
2244,99,110,4/19/12,77.93,52.99,62.83,S,407.87
2245,100,110,4/19/12,,,,S,458.15
2246,101,110,4/19/12,,,,S,383.24
2247,102,110,4/19/12,58.16,61.0,57.36,S,434.92
2248,103,110,4/19/12,72.83,51.27,58.46,S,305.54
2249,104,110,4/19/12,,,,S,419.75
2250,105,110,4/19/12,73.17,56.72,62.99,S,392.76
2251,106,110,4/19/12,91.29,67.5,77.83,S,475.88
2252,107,110,4/19/12,,,,S,456.44
2253,108,110,4/19/12,37.96,38.51,38.44,S,389.48
2254,109,110,4/19/12,,,,S,328.85
2255,110,110,4/19/12,,,,S,356.12
2256,111,110,4/19/12,,,,S,317.3
2257,112,110,4/19/12,55.54,38.46,43.73,S,321.43
2258,113,110,4/19/12,86.7,65.56,73.48,S,381.66
2259,114,110,4/19/12,,,,S,413.13
2260,115,110,4/19/12,,,,S,404.12
2261,116,110,4/19/12,58.74,41.74,47.81,S,433.7
2262,117,110,4/19/12,,,,S,248.23
2263,118,110,4/19/12,21.82,18.95,18.89,S,279.86
2264,119,110,4/19/12,,,,S,336.07
2265,120,110,4/19/12,48.14,34.92,40.86,S,322.58
2266,121,110,4/19/12,,,,S,360.51
2267,122,110,4/19/12,51.08,32.12,39.69,S,334.59
2268,123,110,4/19/12,72.78,45.13,52.13,S,414.8
2269,124,110,4/19/12,,,,S,452.32
2270,125,110,4/19/12,,,,S,416.98
2271,126,110,4/19/12,,,,S,483.15
2272,127,110,4/19/12,53.58,45.06,50.64,S,352.56
2273,128,110,4/19/12,,,,S,320.07
2274,129,110,4/19/12,44.67,40.16,44.36,S,456.04
2275,130,110,4/19/12,51.63,38.83,46.36,S,450.16
2276,131,110,4/19/12,48.92,50.49,52.09,S,505.31
2277,132,110,4/19/12,,,,S,417.3
2278,133,110,4/19/12,58.32,57.25,59.38,S,451.65
2279,134,110,4/19/12,63.96,46.67,55.74,S,339.72
2280,135,110,4/19/12,,,,S,400.15
2281,136,110,4/19/12,69.59,57.14,68.21,S,459.21
2282,137,110,4/19/12,,,,S,417.48
2283,138,110,4/19/12,48.08,43.45,49.31,S,248.5
2284,139,110,4/19/12,,,,S,226.24
2285,140,110,4/19/12,66.71,49.75,59.16,S,405.42
2286,141,110,4/19/12,44.58,37.46,42.17,S,220.53
2287,142,110,4/19/12,,,,S,289.46
2288,143,110,4/19/12,71.89,54.75,65.17,S,328.27
2289,144,110,4/19/12,61.81,54.25,59.44,S,342.23
2290,145,110,4/19/12,,,,S,342.86
2291,146,110,4/19/12,44.58,37.62,43.7,S,260.36
2292,147,110,4/19/12,,,,S,233.52
2293,148,110,4/19/12,,,,S,461.18
2294,149,110,4/19/12,91.92,76.91,89.27,S,503.46
2295,150,110,4/19/12,38.42,31.45,38.77,S,314.72
2296,151,110,4/19/12,,,,G2/M,397.75
2297,152,110,4/19/12,,,,G2/M,363.67
2298,153,110,4/19/12,,,,G2/M,470.26
2299,154,110,4/19/12,52.8,44.51,47.46,G2/M,316.37
2300,155,110,4/19/12,,,,G2/M,506.06
2301,156,110,4/19/12,42.27,41.41,35.75,G2/M,489.69
2302,157,110,4/19/12,60.21,53.48,53.99,G2/M,523.76
2303,158,110,4/19/12,43.78,28.7,34.67,G2/M,474.29
2304,159,110,4/19/12,,,,G2/M,415.3
2305,160,110,4/19/12,,,,G2/M,440.85
2306,161,110,4/19/12,99.81,89.65,94.91,G2/M,344.34
2307,162,110,4/19/12,,,,G2/M,396.03
2308,163,110,4/19/12,51.55,46.49,48.22,G2/M,456.03
2309,164,110,4/19/12,,,,G2/M,348.76
2310,165,110,4/19/12,41.47,41.21,40.76,G2/M,435.57
2311,166,110,4/19/12,,,,G2/M,264.87
2312,167,110,4/19/12,40.06,41.79,38.46,G2/M,296.95
2313,168,110,4/19/12,,,,G2/M,263.98
2314,169,110,4/19/12,,,,G2/M,396.77
2315,170,110,4/19/12,,,,G2/M,379.12
2316,171,110,4/19/12,40.32,27.73,30.68,G2/M,514.06
2317,172,110,4/19/12,45.08,43.02,41.44,G2/M,418.15
2318,173,110,4/19/12,54.46,29.39,39.76,G2/M,423.93
2319,174,110,4/19/12,,,,G2/M,336.02
2320,175,110,4/19/12,,,,G2/M,385.32
2321,176,110,4/19/12,,,,G2/M,443.44
2322,177,110,4/19/12,,,,G2/M,478.03
2323,178,110,4/19/12,51.13,52.64,48.68,G2/M,526.06
2324,179,110,4/19/12,49.57,49.55,48.03,G2/M,544.06
2325,180,110,4/19/12,61.49,42.47,53.29,G2/M,479.07
2326,181,110,4/19/12,42.64,38.76,39.34,G2/M,397.06
2327,182,110,4/19/12,43.76,42.08,40.26,G2/M,363.13
2328,183,110,4/19/12,,,,G2/M,441.72
2329,184,110,4/19/12,50.08,47.18,49.38,G2/M,387.21
2330,185,110,4/19/12,40.46,38.14,40.32,G2/M,209.33
2331,186,110,4/19/12,,,,G2/M,229.69
2332,187,110,4/19/12,41.94,40.29,40.5,G2/M,347.17
2333,188,110,4/19/12,,,,G2/M,386.76
2334,189,110,4/19/12,,,,G2/M,381.16
2335,190,110,4/19/12,64.56,61.19,64.14,G2/M,167.14
2336,191,110,4/19/12,63.39,60.61,63.54,G2/M,521.54
2337,192,110,4/19/12,39.04,39.6,42.72,G2/M,521.88
2338,193,110,4/19/12,,,,G2/M,392.19
2339,194,110,4/19/12,48.89,43.32,45.17,G2/M,483.35
2340,0,120,3/28/13,69.94,58.06,65.03,G1,422.51
2341,1,120,3/28/13,83.39,70.03,77.97,G1,348.53
2342,2,120,3/28/13,60.56,,,G1,506.06
2343,3,120,3/28/13,47.71,28.78,30.31,G1,340.18
2344,4,120,3/28/13,29.19,26.34,26.07,G1,394.94
2345,5,120,3/28/13,73.68,64.23,69.06,G1,316.01
2346,6,120,3/28/13,55.58,58.61,52.69,G1,480.64
2347,7,120,3/28/13,109.23,79.4,89.22,G1,547.17
2348,8,120,3/28/13,44.25,41.68,49.38,G1,330.7
2349,9,120,3/28/13,44.92,37.75,45.85,G1,353.45
2350,10,120,3/28/13,50.81,50.81,50.81,G1,490.42
2351,11,120,3/28/13,101.71,101.71,101.71,G1,638.01
2352,12,120,3/28/13,85.95,85.95,85.95,G1,655.32
2353,13,120,3/28/13,88.74,88.74,88.74,G1,627.87
2354,14,120,3/28/13,83.97,83.97,83.97,G1,541.0
2355,15,120,3/28/13,85.87,85.87,85.87,G1,551.8
2356,16,120,3/28/13,72.97,72.97,72.97,G1,549.57
2357,17,120,3/28/13,67.22,67.22,67.22,G1,457.78
2358,18,120,3/28/13,68.44,68.44,68.44,G1,549.63
2359,19,120,3/28/13,69.06,63.38,63.08,S,382.41
2360,20,120,3/28/13,,,,S,345.55
2361,21,120,3/28/13,,,,S,419.28
2362,22,120,3/28/13,,,,S,347.1
2363,23,120,3/28/13,37.94,29.88,33.04,S,410.3
2364,24,120,3/28/13,77.61,79.54,83.89,S,404.38
2365,25,120,3/28/13,,,,S,426.99
2366,26,120,3/28/13,,,,S,384.87
2367,27,120,3/28/13,,,,S,461.08
2368,28,120,3/28/13,50.56,58.71,57.68,S,458.77
2369,29,120,3/28/13,51.69,47.29,54.99,S,369.35
2370,30,120,3/28/13,54.19,56.68,58.29,S,432.64
2371,31,120,3/28/13,,,,S,390.93
2372,32,120,3/28/13,75.47,71.99,77.44,S,464.12
2373,33,120,3/28/13,58.24,60.37,56.49,S,378.21
2374,34,120,3/28/13,26.78,18.24,22.56,S,293.37
2375,35,120,3/28/13,,,,S,530.81
2376,36,120,3/28/13,75.97,82.54,80.84,S,562.76
2377,37,120,3/28/13,,,,S,343.53
2378,38,120,3/28/13,,,,S,501.21
2379,39,120,3/28/13,,,,S,348.26
2380,40,120,3/28/13,40.57,40.9,42.48,S,413.23
2381,41,120,3/28/13,73.85,68.03,68.05,S,352.49
2382,42,120,3/28/13,,,,S,343.7
2383,43,120,3/28/13,67.55,51.15,57.27,S,254.66
2384,44,120,3/28/13,85.01,78.26,81.4,S,397.57
2385,45,120,3/28/13,,,,S,362.69
2386,46,120,3/28/13,74.98,75.16,81.42,S,565.16
2387,47,120,3/28/13,65.89,56.34,61.99,S,354.92
2388,48,120,3/28/13,67.25,75.36,73.55,S,500.11
2389,49,120,3/28/13,,,,S,469.9
2390,50,120,3/28/13,,,,S,395.57
2391,51,120,3/28/13,77.49,74.82,75.4,S,376.16
2392,52,120,3/28/13,,,,G2/M,481.78
2393,53,120,3/28/13,54.64,40.43,44.64,G2/M,533.21
2394,54,120,3/28/13,46.82,40.35,45.28,G2/M,322.7
2395,55,120,3/28/13,,,,G2/M,452.13
2396,56,120,3/28/13,,,,G2/M,431.38
2397,57,120,3/28/13,45.92,48.01,52.27,G2/M,498.15
2398,58,120,3/28/13,93.07,113.37,108.36,G2/M,678.63
2399,59,120,3/28/13,,,,G2/M,543.54
2400,60,120,3/28/13,39.42,40.67,40.74,G2/M,468.9
2401,61,120,3/28/13,,,,G2/M,472.94
2402,62,120,3/28/13,60.46,62.85,57.84,G2/M,552.85
2403,63,120,3/28/13,53.91,46.45,49.19,G2/M,469.14
2404,64,120,3/28/13,,,,G2/M,533.81
2405,65,120,3/28/13,68.17,71.6,69.77,G2/M,643.53
2406,66,120,3/28/13,,,,G2/M,499.37
2407,67,120,3/28/13,57.86,69.21,62.09,G2/M,557.64
2408,68,120,4/19/12,56.99,,44.99,G1,357.08
2409,69,120,4/19/12,80.28,58.07,65.63,G1,468.68
2410,70,120,4/19/12,65.6,56.7,58.06,G1,387.21
2411,71,120,4/19/12,61.6,,57.83,G1,171.11
2412,72,120,4/19/12,51.88,,,G1,419.0
2413,73,120,4/19/12,59.41,43.24,48.14,G1,147.18
2414,74,120,4/19/12,80.27,64.17,75.06,G1,455.55
2415,75,120,4/19/12,64.28,53.14,54.95,G1,513.5
2416,76,120,4/19/12,60.75,39.1,47.82,G1,545.02
2417,77,120,4/19/12,,,,G1,459.83
2418,78,120,4/19/12,55.9,33.89,44.39,G1,218.8
2419,79,120,4/19/12,57.3,32.12,45.31,G1,422.37
2420,80,120,4/19/12,44.66,36.21,37.83,G1,375.85
2421,81,120,4/19/12,55.35,,45.34,G1,426.04
2422,82,120,4/19/12,65.7,41.78,48.44,G1,426.59
2423,83,120,4/19/12,59.93,41.09,50.59,G1,438.35
2424,84,120,4/19/12,48.01,,41.13,G1,427.32
2425,85,120,4/19/12,59.69,57.12,57.94,G1,382.92
2426,86,120,4/19/12,64.61,56.86,60.15,G1,457.91
2427,87,120,4/19/12,81.25,54.35,70.87,G1,359.77
2428,88,120,4/19/12,65.02,50.96,60.82,G1,458.18
2429,89,120,4/19/12,56.95,49.21,54.74,G1,552.93
2430,90,120,4/19/12,44.99,33.02,41.92,G1,297.3
2431,91,120,4/19/12,49.08,36.07,44.28,G1,342.48
2432,92,120,4/19/12,59.01,41.89,52.17,G1,422.36
2433,93,120,4/19/12,59.48,34.85,49.21,G1,482.0
2434,94,120,4/19/12,93.87,66.12,83.01,G1,418.3
2435,95,120,4/19/12,74.64,42.5,64.72,G1,492.41
2436,96,120,4/19/12,85.93,64.85,80.42,G1,261.86
2437,97,120,4/19/12,,,,S,296.54
2438,98,120,4/19/12,61.45,53.94,58.84,S,257.75
2439,99,120,4/19/12,77.93,52.99,62.83,S,434.68
2440,100,120,4/19/12,,,,S,470.11
2441,101,120,4/19/12,,,,S,401.18
2442,102,120,4/19/12,58.16,61.0,57.36,S,430.14
2443,103,120,4/19/12,72.83,51.27,58.46,S,340.76
2444,104,120,4/19/12,,,,S,445.08
2445,105,120,4/19/12,73.17,56.72,62.99,S,416.48
2446,106,120,4/19/12,91.29,67.5,77.83,S,500.78
2447,107,120,4/19/12,,,,S,461.02
2448,108,120,4/19/12,37.96,38.51,38.44,S,404.06
2449,109,120,4/19/12,,,,S,337.03
2450,110,120,4/19/12,,,,S,386.47
2451,111,120,4/19/12,,,,S,343.53
2452,112,120,4/19/12,55.54,38.46,43.73,S,362.21
2453,113,120,4/19/12,86.7,65.56,73.48,S,431.85
2454,114,120,4/19/12,,,,S,446.18
2455,115,120,4/19/12,,,,S,446.05
2456,116,120,4/19/12,58.74,41.74,47.81,S,482.74
2457,117,120,4/19/12,,,,S,268.69
2458,118,120,4/19/12,21.82,18.95,18.89,S,308.85
2459,119,120,4/19/12,,,,S,350.66
2460,120,120,4/19/12,48.14,34.92,40.86,S,344.13
2461,121,120,4/19/12,,,,S,382.87
2462,122,120,4/19/12,51.08,32.12,39.69,S,388.58
2463,123,120,4/19/12,72.78,45.13,52.13,S,451.71
2464,124,120,4/19/12,,,,S,467.92
2465,125,120,4/19/12,,,,S,446.57
2466,126,120,4/19/12,,,,S,299.4
2467,127,120,4/19/12,53.58,45.06,50.64,S,383.72
2468,128,120,4/19/12,,,,S,330.81
2469,129,120,4/19/12,44.67,40.16,44.36,S,473.82
2470,130,120,4/19/12,51.63,38.83,46.36,S,471.5
2471,131,120,4/19/12,48.92,50.49,52.09,S,454.27
2472,132,120,4/19/12,,,,S,437.41
2473,133,120,4/19/12,58.32,57.25,59.38,S,488.34
2474,134,120,4/19/12,63.96,46.67,55.74,S,383.5
2475,135,120,4/19/12,,,,S,451.66
2476,136,120,4/19/12,69.59,57.14,68.21,S,478.6
2477,137,120,4/19/12,,,,S,463.6
2478,138,120,4/19/12,48.08,43.45,49.31,S,269.39
2479,139,120,4/19/12,,,,S,262.29
2480,140,120,4/19/12,66.71,49.75,59.16,S,470.4
2481,141,120,4/19/12,44.58,37.46,42.17,S,266.6
2482,142,120,4/19/12,,,,S,334.56
2483,143,120,4/19/12,71.89,54.75,65.17,S,387.97
2484,144,120,4/19/12,61.81,54.25,59.44,S,378.03
2485,145,120,4/19/12,,,,S,374.94
2486,146,120,4/19/12,44.58,37.62,43.7,S,272.58
